X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,Y
470000,2,1,2,30,-2,-1,-1,-2,-1,-1,1689,499,350,2277,41523,2175,499,350,2277,41523,2175,6351,1
360000,2,1,2,32,1,-2,-2,-1,-1,-1,0,0,0,499,1113,392,0,0,499,1113,392,455,0
100000,2,3,1,28,2,0,0,2,2,2,29770,30485,32434,32592,33102,33860,1825,3100,1300,1500,1771,0,0
30000,1,1,2,22,0,0,0,3,2,0,18796,23153,27439,26708,26141,26823,5000,5000,0,0,1115,2500,0
330000,2,1,1,36,-1,-1,2,-1,-1,-1,2964,36,36,24699,2912,14231,36,0,24863,2912,14231,6976,0
20000,1,2,1,46,1,2,0,0,0,-2,19866,19257,18901,18210,0,0,0,1200,9,1000,0,0,1
180000,2,1,1,38,2,0,0,0,0,0,183939,176737,179787,181918,169664,173169,8000,7900,6900,6200,6700,6700,1
140000,1,2,2,62,0,0,0,0,0,0,143107,138581,123491,118886,117059,117405,4839,5000,5000,7500,7000,5029,0
20000,2,1,2,24,0,0,0,0,0,0,17147,18264,19145,17322,16989,12699,1700,1500,822,1000,1000,500,0
170000,2,2,1,33,-1,-1,-1,-1,-1,-1,263,641,0,638,0,362,641,0,638,0,362,1079,0
80000,1,2,1,36,-1,-1,0,0,0,0,9097,31091,34651,26569,20082,25535,31091,20000,5000,10000,10000,0,0
80000,1,1,2,37,0,0,0,0,0,0,68553,69191,71918,71534,73344,75218,3000,3310,2200,2400,2500,2400,0
120000,2,2,2,26,0,0,0,-2,-2,-1,4787,6190,0,0,0,4800,1500,0,0,0,4800,0,0
260000,1,2,1,64,2,2,2,2,2,2,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,1
50000,1,2,1,36,0,0,2,0,0,0,14668,17194,13948,12165,10242,8428,2800,0,500,360,500,125,0
180000,2,3,1,35,0,0,0,0,0,0,133733,92955,90159,68789,26614,27528,3514,3569,3204,1000,1310,4459,0
20000,2,2,3,52,0,0,0,0,0,0,19773,18459,19398,18561,18949,17426,1331,1270,633,655,759,547,1
80000,1,1,2,31,1,2,2,0,0,0,61241,62155,56049,50829,50687,47362,2515,16,2003,2013,5007,113,0
50000,1,2,2,35,1,2,2,0,0,2,40624,41381,40416,41395,44063,44587,1700,0,1650,3505,1400,1700,1
240000,1,1,1,39,1,-2,-2,-2,-2,-2,-18,-18,-18,-18,-18,-18,0,0,0,0,0,0,0
150000,2,4,2,23,0,0,0,0,0,0,27338,23410,24410,27007,28585,27827,1403,1403,3000,2000,1155,2000,0
30000,1,3,2,44,4,3,2,7,7,7,2646,2646,2646,2646,2646,2646,0,0,0,0,0,0,0
240000,2,1,2,39,0,0,0,0,0,0,123704,125133,128856,131620,134413,137188,4905,5800,4900,4900,5000,4515,0
430000,2,1,1,37,-1,-1,-1,-1,-1,-1,1669,412,23547,5064,13258,2249,416,23547,5064,13258,2249,3686,0
50000,1,1,2,25,0,0,0,0,0,0,45079,45741,47561,39482,40066,38994,1773,3528,2002,2005,1398,908,0
80000,2,2,1,60,1,-1,-1,-1,-1,-1,-2,759,596,-4,1426,1300,761,597,0,1430,1309,1844,1
60000,2,2,2,41,0,0,0,0,0,0,60672,58929,60335,59384,60861,59241,2741,3000,2300,2600,2200,2665,0
140000,2,1,1,41,0,0,0,0,0,0,142129,130705,99736,80445,81005,79387,15126,9064,4009,5014,5011,7006,1
120000,1,1,1,36,2,0,0,0,2,0,117492,104895,58743,60469,57532,55702,3985,3000,5000,0,2000,1600,1
70000,1,2,1,39,0,0,0,0,0,0,6056,7292,8663,9018,9222,9568,1500,1500,500,500,500,1000,0
230000,2,2,1,32,-1,0,0,0,0,-2,1560,1766,2720,3720,0,0,1046,1000,1000,0,0,44752,0
50000,2,2,1,36,-1,-1,-2,-2,-2,-2,4782,0,0,0,0,0,0,0,0,0,0,0,0
360000,1,1,2,34,0,0,-1,0,0,0,14867,14612,13739,7995,9480,9952,1079,14598,1017,5022,5049,3304,0
160000,2,3,1,56,-1,-1,-1,-1,0,0,2992,4562,-928,1619,928,0,4562,0,2547,0,0,0,0
60000,1,1,2,27,0,0,0,0,0,2,21387,22416,23444,26038,28607,27997,1378,1406,3000,3000,0,923,1
360000,2,2,2,34,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,1,1,2,32,0,0,2,2,2,3,82345,91345,92444,93715,97451,97477,9000,3500,3700,5400,1900,0,0
50000,1,2,2,30,1,2,0,0,0,0,52419,51309,51135,48371,56294,61259,0,2500,2271,50000,10100,3000,0
220000,1,1,2,31,0,0,0,0,-1,0,5254,5868,8708,4078,5365,4055,5000,3040,3520,5371,20,0,0
50000,1,2,1,28,-2,-2,-2,-2,-2,-2,2862,20499,9555,4807,14429,9872,20637,9588,4821,14472,10002,3254,0
200000,2,1,2,59,0,0,0,0,0,0,180887,166921,155945,109271,36753,78079,10000,30000,7,7000,73000,700,0
420000,1,1,1,54,-1,-1,-1,-1,-1,-1,12349,6545,6377,18801,22180,13211,6576,6420,18892,22285,13270,10683,0
500000,1,1,2,38,-1,-1,-1,-1,-1,-1,3109,34228,7981,695,1130,41026,34241,7993,695,1130,41026,25880,0
50000,2,2,1,49,0,0,2,0,0,0,48501,51105,39094,19476,19483,19634,3500,0,680,693,851,700,0
150000,2,2,2,26,0,0,0,0,0,0,36302,33060,33988,35112,36532,36345,2070,3995,3113,2540,3348,2029,0
20000,2,1,2,22,1,2,2,0,0,2,11087,11712,11164,11395,11927,9186,1100,0,289,594,0,50,0
150000,1,3,1,27,2,2,2,2,0,0,183405,188959,192342,189717,195670,198611,10000,8000,2000,9000,8000,110000,0
120000,2,2,2,24,0,0,0,0,0,0,29161,29891,30893,32804,32213,31891,1500,1500,2401,1155,1460,1086,0
280000,2,1,2,27,0,0,0,0,0,0,160889,165400,166712,170059,154387,157832,9000,6000,6000,6000,6000,6000,0
340000,2,2,2,25,1,-2,-2,-1,-1,-1,0,0,0,1888,4777,4752,0,0,1888,4777,4752,1888,0
50000,2,1,2,25,0,0,0,0,0,0,42056,46024,45452,45450,41154,39034,5000,2000,1500,2000,4000,1364,1
240000,1,2,1,50,-1,-1,-1,-1,-1,-1,419,419,419,419,419,419,419,419,419,419,419,419,0
410000,1,2,1,45,-2,-2,-2,-2,-2,-2,597,2326,7670,1761,6930,0,2329,7670,1761,6930,0,2675,0
210000,2,2,2,27,0,0,0,0,0,0,87909,86769,85001,83811,82399,81434,4100,3500,3113,3000,3331,2546,0
30000,1,2,1,51,0,0,0,0,0,-2,28916,29451,27779,28340,0,0,11592,1500,959,0,0,0,1
20000,2,2,2,24,0,0,0,0,0,0,2004,3193,4050,4129,4367,4613,1211,1068,147,304,467,0,1
50000,1,1,2,25,-1,3,2,0,0,-1,1304,978,652,326,0,1454,0,0,0,0,1454,0,1
30000,1,3,2,51,0,0,0,0,2,2,25358,26447,26946,28957,29408,29840,1800,1300,2400,1000,1000,0,0
130000,1,1,2,33,1,2,2,2,0,0,36672,35807,40851,39526,41346,40630,0,6000,0,3000,1000,1100,0
20000,1,2,1,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
50000,1,1,2,42,1,2,2,2,2,2,44350,43360,45892,46886,48037,47551,0,3300,2000,2000,396,1600,0
120000,2,3,1,58,1,-1,-1,-2,-2,-1,0,2228,0,0,0,672,2228,0,0,0,672,2507,1
50000,1,3,1,53,2,2,2,2,2,2,45870,46944,45874,48326,47440,50426,2100,0,3500,0,3758,5,1
150000,1,2,1,30,-2,-2,-2,-2,-2,-1,9248,6831,2902,6468,1883,1519,6871,2918,6506,1893,1527,5330,0
150000,2,1,2,27,-1,-1,-1,-1,-1,-1,5561,4141,7714,9772,13539,5819,4141,7725,9772,13539,5819,4302,0
50000,1,2,2,42,0,0,0,0,0,0,48842,49709,30628,30993,29802,29253,2576,1495,1250,4732,1100,1100,0
10000,2,3,1,55,2,2,4,4,4,4,420,420,420,420,420,420,0,0,0,0,0,780,1
80000,2,2,1,37,1,2,0,0,0,2,55595,54142,55247,55738,59829,58715,0,2600,2006,5000,0,5000,0
180000,2,2,1,41,0,0,-2,-2,-2,-2,184650,0,0,0,0,0,0,0,0,0,9000,0,0
50000,1,2,1,25,0,0,2,2,2,2,21397,24233,23551,24848,26298,28112,3500,0,2000,2000,2400,0,1
30000,1,2,1,36,1,3,2,5,4,3,18811,18225,22630,21988,21057,25412,0,5000,0,0,5000,0,0
10000,1,2,2,45,-1,-1,0,0,0,0,492,9017,9787,9897,9707,-173,10300,1000,500,200,0,10200,0
360000,1,2,2,34,-1,-1,-1,-1,-1,0,1978,8583,993,26454,10456,31581,8625,998,26561,10456,21738,0,0
100000,2,3,1,45,-1,-1,-1,-1,-1,-1,1480,916,1238,916,1444,1450,916,1238,916,1444,1450,1143,0
380000,1,1,1,55,0,0,0,0,0,0,126880,130324,152869,137442,82800,42083,7000,25390,10000,20000,1659,1600,0
150000,1,1,2,35,0,0,0,0,0,0,147471,151713,130107,78623,79743,78745,20000,5000,2000,7000,15000,5000,0
30000,1,2,1,37,0,0,0,2,2,2,19625,20673,23702,23026,27798,27219,1671,3700,0,5335,0,2054,0
160000,1,2,1,31,0,0,0,0,2,0,54835,46575,7169,9036,8749,9447,3500,2000,2000,0,1000,500,0
20000,2,2,1,36,2,0,0,0,2,0,17638,17058,17541,19338,17889,18486,1666,1149,1946,0,1007,0,1
140000,1,1,1,49,2,0,0,0,0,0,136128,98337,60627,39760,40045,40865,4756,3600,1500,1300,1318,1307,1
200000,2,2,2,29,0,0,0,0,0,0,170964,174509,176523,180295,184104,195976,7788,6400,6700,6907,20163,1000,1
50000,2,2,1,34,0,0,0,0,0,0,46337,47384,48382,49392,50608,50722,1792,1790,1800,2000,1835,3628,0
80000,1,1,2,25,0,0,0,-1,0,0,20708,26286,18209,5471,6896,9506,6545,8807,5500,4000,3500,1000,0
340000,2,2,1,39,-2,-2,-2,-2,-2,-2,93767,65758,353,5674,3344,3406,65758,359,5674,3692,3406,2622,0
160000,2,2,1,42,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,1,2,1,47,2,0,0,0,0,0,27143,27349,26568,26414,26263,27076,1700,1500,1000,1000,2000,2500,0
360000,2,2,1,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,2,2,1,26,0,0,0,0,0,0,4317,5240,5283,5444,6412,5121,2000,1000,1000,1000,1825,1272,0
110000,2,2,2,25,2,0,0,0,0,0,109924,111805,108207,75808,78490,81238,6000,4380,3000,5000,10000,3000,1
150000,1,1,1,42,-1,-1,-1,-1,-1,-1,2716,0,1106,1323,2098,0,0,1106,1323,2098,0,0,0
280000,2,1,2,32,-1,-1,-1,0,-1,-1,13532,3312,14907,3008,8988,11547,23871,14907,0,8988,11547,19826,0
50000,2,2,2,38,0,0,0,0,0,-1,41724,92054,50120,19587,10577,7533,5000,5120,10292,5577,7533,1000,0
80000,2,2,1,27,-1,-1,-1,-1,-1,-1,1995,0,680,2862,5539,0,0,680,2862,5539,0,5775,0
100000,1,2,1,36,1,2,2,2,4,3,9670,9371,11705,12919,12139,11653,0,2500,1700,0,0,0,0
50000,1,1,1,37,2,0,0,0,2,0,48716,49504,44127,22053,20129,19262,2213,1804,2700,0,700,1000,1
250000,2,2,1,36,1,-1,-1,0,0,-1,-26,8966,4559,3110,0,664,8992,4563,24,0,664,698,0
60000,1,2,2,36,2,2,2,2,2,0,80709,76179,71219,67687,61691,57626,2300,2000,3000,0,3000,2000,0
200000,1,1,1,40,-1,-1,-1,-2,-1,-1,540,454,0,0,990,0,454,0,0,990,0,0,0
80000,1,1,2,26,0,0,0,0,0,0,79565,78617,79229,77858,79566,74746,3481,3000,3000,3000,3000,1656,0
50000,1,2,2,39,0,0,0,0,0,0,17698,16533,17636,16956,17532,19078,2005,4000,1000,1000,2000,1000,0
230000,2,2,2,35,-1,-1,0,0,0,0,2873,29488,65868,58171,56033,47192,29525,50014,8242,7032,5030,8007,0
200000,1,2,1,54,0,0,0,0,0,0,177664,183236,183493,146143,144339,140340,10000,7000,5000,6000,6000,5000,0
100000,2,1,2,22,2,0,0,0,2,0,36891,38498,39185,39867,39696,7594,2201,1888,1500,96,300,432,1
200000,2,2,1,39,0,0,0,0,0,-2,25483,31537,34114,29982,-18,-18,6541,5351,200,0,0,0,0
20000,2,3,1,23,0,0,0,0,0,0,17589,18387,19157,19308,19486,19785,1313,1308,684,707,848,790,1
80000,2,1,2,23,0,0,0,0,0,0,24215,30798,30350,32469,32663,34909,10000,2000,2500,2000,3000,1000,0
300000,2,1,2,37,-2,-1,0,0,0,0,0,51,12351,12351,12363,9974,51,12300,0,12,49,11767,0
220000,1,1,2,30,0,0,0,0,0,0,87604,89687,90889,91892,93815,96466,5000,4200,4000,4000,5000,5000,0
210000,1,1,1,40,0,0,2,0,0,2,130868,138909,135322,136339,143681,140425,11760,0,4546,9524,2,4756,0
200000,2,2,1,46,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
490000,1,1,1,57,0,0,0,0,0,0,354782,348786,349958,340602,303047,331606,17035,20059,12943,15049,50017,20021,0
60000,2,1,2,36,-1,2,-1,0,0,-1,2130,1940,7801,1308,3058,2190,0,7801,1158,1900,2190,2153,1
310000,2,1,2,36,1,-1,-1,-1,-1,-2,-8,1703,-8,1624,0,0,1711,0,1632,0,0,173,0
120000,2,1,2,27,-1,-1,-1,-1,-1,-1,390,390,390,390,390,0,390,390,390,390,0,780,0
250000,2,1,2,36,-1,-1,-1,-1,-1,0,6378,72173,6341,174,1676,388,72534,6456,174,1682,2,0,0
160000,1,5,2,46,0,0,0,0,-2,-2,169746,159376,162998,0,0,0,4318,4000,0,0,0,73175,0
230000,1,1,2,28,0,0,0,0,0,0,29108,29240,30062,31253,31965,36782,1587,1409,10000,1193,6782,1026,0
50000,2,2,1,29,2,3,2,0,0,0,50136,50044,46543,19359,17850,18203,1000,5,661,770,800,763,1
190000,2,1,2,28,2,2,2,2,2,2,159438,163684,166163,168592,171923,169165,8150,6500,6500,6000,0,6200,1
360000,2,2,1,35,0,-1,-1,-1,-1,-1,106010,24892,10772,21847,21835,9255,24976,10786,21916,21904,9261,22127,1
310000,2,2,1,37,-2,-2,-1,0,0,0,0,0,5365,6274,7017,8893,0,5365,1000,1000,2000,2000,0
50000,2,2,2,32,0,0,2,2,2,2,41114,44131,43121,45795,44929,48179,4000,0,3400,0,4000,0,1
130000,2,2,2,24,0,0,-1,-1,-1,0,48764,27347,37528,2793,28865,14986,1034,37559,2805,28865,300,11083,0
100000,2,3,3,47,-1,-1,2,0,-1,-1,836,1859,1672,836,836,836,2695,0,0,836,836,836,0
280000,1,1,2,28,-1,-1,-1,-1,0,0,4468,11517,1973,11028,14261,17097,11525,2149,11030,4008,7106,1193,0
40000,2,2,1,28,1,2,2,2,2,0,27746,23209,22040,23396,20430,20763,2000,0,2000,0,1000,1000,1
500000,2,1,1,36,-1,-1,-1,-1,-1,-1,7297,12349,26488,6534,9788,25314,12349,26488,6534,9788,25314,103508,0
140000,2,2,2,33,-1,-1,-1,-1,-1,-1,4882,4882,4876,4666,4884,4666,4882,4876,4666,4884,4666,4666,0
110000,2,1,2,27,-1,-1,-2,-2,-2,-2,2280,0,0,0,0,0,0,0,0,0,0,4650,0
330000,2,1,2,27,0,0,0,0,2,2,322464,325625,323182,325197,327750,321936,13248,13120,12833,14344,8567,7060,1
150000,2,2,2,32,5,4,3,2,2,2,79529,77757,75841,73678,77273,56577,0,0,0,4874,1000,0,0
230000,2,2,1,37,2,2,2,0,0,0,72514,74421,71201,72029,71923,72020,5118,0,4000,2607,2732,2482,1
30000,2,3,1,47,2,2,2,2,2,2,28073,28515,27150,28100,28104,28181,1800,0,2300,1200,1300,0,1
20000,1,3,2,45,1,2,2,2,2,2,15748,16497,16928,17354,16934,18347,1300,1000,1000,0,1700,600,1
130000,1,1,2,27,-1,-1,2,0,0,-2,2207,2499,1248,922,-693,-2292,3747,0,0,0,0,10000,0
160000,2,1,2,33,2,2,2,2,2,2,132510,128981,138289,134773,142913,146003,0,13000,200,10500,5600,5200,1
80000,1,2,1,30,2,0,0,0,2,2,38370,39448,58788,62814,61682,65644,2000,20000,5000,0,5010,2500,1
340000,2,1,1,39,-1,-1,-1,-1,-1,-1,4676,3806,526,36374,32413,12092,3806,526,36374,32413,12092,13743,0
360000,1,1,1,52,-1,-1,-1,-1,0,-1,14432,15329,13062,41977,24354,25948,15329,13062,41977,0,25948,21318,0
240000,1,1,2,43,-2,-2,-2,-2,-2,-2,5740,0,0,0,0,0,0,0,0,0,0,0,0
370000,2,1,1,31,-2,-1,0,0,0,0,0,229818,234379,239082,244124,243986,229818,8409,8500,8800,8800,14100,0
60000,1,2,2,27,1,2,2,2,2,2,10401,11770,10957,11480,10851,11365,2000,0,1000,0,1000,0,1
50000,1,3,1,52,-2,-1,2,-1,0,0,-11,46501,24458,37778,39124,38585,46512,159,37778,2000,2000,13144,0
130000,2,1,2,29,0,0,0,0,0,0,41224,45136,48970,52740,56467,60119,4500,4500,4500,4500,4500,4500,0
120000,2,2,2,25,0,0,0,0,0,-2,75913,78060,64074,64074,0,0,4501,2562,0,0,0,0,0
220000,1,3,2,30,0,0,-1,-1,-1,-1,35258,17740,4698,5036,8269,3681,1066,4723,5051,8293,3692,3087,0
140000,2,2,2,26,0,0,-1,-1,-1,0,8178,3776,3776,3776,4173,4287,1000,3776,3776,4173,1000,5049,0
200000,2,2,2,35,-1,-1,-1,-1,-1,-1,11409,1222,3308,481,-19,3821,1228,3324,483,0,3840,0,0
20000,1,2,2,24,2,2,4,4,4,4,1650,1650,1650,1650,1650,1650,0,0,0,0,0,0,1
200000,2,1,1,56,0,0,0,0,0,0,15603,16842,18556,19247,19935,21098,1500,2000,1000,1000,1500,3000,0
320000,1,1,1,35,-1,-1,-1,-2,-2,-2,2695,500,0,0,0,0,505,368,0,0,0,0,0
150000,1,3,1,49,0,0,0,0,0,0,32866,37293,36772,4521,6452,6742,5028,3000,3000,2000,378,3306,0
460000,1,1,2,34,0,0,0,0,0,0,362816,372284,380257,386847,301231,325831,15325,16000,15000,11000,30000,20004,0
500000,1,3,2,51,-1,-1,-1,-1,-1,-1,2362,575,360,964,957,176,575,361,978,958,176,310,0
320000,1,2,1,34,0,0,0,0,0,0,14237,26123,28637,24385,8559,3207,15031,8081,5072,6591,1223,0,0
200000,2,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,1,1,2,30,0,0,2,0,0,0,13216,15003,15461,16204,16642,17067,2000,1000,1000,700,700,700,0
260000,2,3,1,31,0,0,-2,-2,-2,-2,20000,0,0,0,0,0,0,0,0,0,0,7287,0
290000,1,2,2,34,1,-2,-1,0,0,0,0,0,4524,8440,10300,0,0,4524,4000,2000,0,0,1
140000,1,1,2,27,-1,-1,-1,-1,-1,-1,776,0,776,380,1157,768,0,1552,380,1157,783,388,0
170000,2,1,2,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,1,1,2,23,0,0,0,0,0,0,30235,28246,30395,29962,30360,29899,3000,3000,2468,1700,2500,1046,0
90000,2,1,2,25,-1,-1,-1,-1,0,0,9359,-5,1881,7638,4464,26224,0,1886,7650,1005,23773,1000,0
80000,1,2,2,23,2,2,0,0,0,0,71528,69817,70719,39288,40500,41668,0,2131,2000,2000,2000,3000,0
130000,1,1,2,30,0,0,2,0,0,2,127253,135822,127930,127762,134010,133548,12207,0,5000,10100,4500,0,0
210000,1,1,1,28,0,0,0,0,0,0,124667,201007,144968,134975,136469,139866,145273,5065,5012,5000,5078,5000,0
110000,2,2,2,34,0,0,0,0,0,0,93039,81169,82800,107986,99627,80610,4500,4100,67606,4100,3100,2861,0
80000,2,3,2,26,2,2,2,2,2,0,41586,44690,43671,49683,48757,49782,3775,0,6768,0,1834,1744,1
50000,1,1,2,30,-1,-1,-1,-1,-1,-1,390,390,390,390,390,23269,390,390,390,390,23269,1500,0
90000,2,3,1,46,-2,-2,-2,-2,-2,-2,1609,686,3904,686,686,686,1372,3904,686,686,686,686,0
30000,1,1,1,36,-1,2,2,-1,2,2,1123,543,153,1495,955,1735,200,0,1495,0,1170,0,0
30000,2,2,1,25,-1,2,2,0,0,0,30119,31240,30311,30270,28958,30974,1900,0,957,7000,4530,0,0
20000,2,3,1,33,0,0,0,0,0,0,2909,3537,4120,3802,3484,3152,1224,1197,269,269,261,227,0
30000,1,2,1,33,2,2,0,0,0,0,42646,30060,28391,26156,25377,27422,2159,1500,1000,1000,3800,0,1
60000,2,1,2,31,0,-1,2,2,2,2,3610,855,111,411,261,6695,900,0,300,0,6500,0,0
50000,1,3,1,48,0,0,0,0,-1,-1,45600,12404,7857,3181,2430,780,1800,1506,6,2430,780,0,0
190000,2,1,2,29,0,0,0,0,0,0,188463,179419,165858,159374,158040,159833,6536,6031,20036,5732,5648,6011,0
30000,1,2,2,28,-1,0,0,0,-1,-1,27368,23023,27428,28720,780,0,3000,5000,2000,780,0,0,1
327680,1,3,2,42,0,0,0,0,0,0,344011,336175,333048,277250,256365,243600,11219,11461,9100,8345,7783,9200,1
80000,2,2,1,41,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
440000,2,1,2,34,-2,-2,-2,-2,-2,-2,4196,10121,32921,22680,13711,11074,10137,32921,15701,5711,5074,14825,0
20000,2,2,2,50,0,-1,-1,-1,-1,-2,5100,2940,6050,3100,0,0,2940,6050,3100,0,0,1035,0
210000,2,2,1,34,0,0,0,0,0,0,140272,115922,105875,97873,90872,72969,6018,6029,3000,3500,3000,3000,0
50000,1,1,2,23,0,0,0,0,2,0,51175,47514,23927,20162,19342,18347,2500,2280,2157,0,660,638,0
210000,2,2,1,47,0,0,0,0,0,0,17952,18894,20296,21704,24086,26414,1500,2000,2000,3000,3000,1000,0
250000,2,3,1,49,-2,-2,-2,-2,-2,-2,632,316,316,316,316,316,0,316,316,316,316,316,1
130000,1,1,2,37,0,0,0,0,0,0,109383,106149,44841,45451,46564,47516,5300,1700,1300,1500,1500,1400,0
290000,1,1,1,38,2,2,0,0,0,0,324016,294976,297386,243558,241765,236413,0,12139,80000,10000,8443,10000,1
150000,2,2,2,29,0,0,0,0,0,-1,19020,7717,9858,9188,7518,23574,1500,5000,2000,1000,33054,704,0
50000,1,2,1,39,0,0,0,0,0,0,11665,12405,13355,13622,11550,11713,1232,1182,449,565,504,233,0
150000,2,1,2,30,0,0,0,0,0,0,150311,138240,138887,144170,149970,145262,5500,3400,5883,5800,2905,2799,1
20000,2,1,2,23,0,0,0,0,0,0,16841,17676,18804,19037,20137,20160,1642,2000,1000,1730,587,208,0
200000,2,3,2,25,-1,-1,-1,0,-1,-1,1676,3122,2991,390,1211,390,4595,2991,0,1211,390,1112,0
270000,2,3,1,37,-1,-1,-1,-1,-1,-1,384,2197,186,0,173,0,2197,186,0,173,0,433,1
150000,1,2,1,30,-2,-2,-2,-2,-2,-2,116778,59731,89742,116067,97725,76466,60367,100483,116567,50156,10383,316,0
230000,2,2,2,32,-2,-2,-2,-2,-2,-2,1168,698,2371,4524,299,395,698,2371,4524,299,395,0,0
160000,2,3,1,39,0,0,0,0,0,0,40892,42416,43367,44344,45486,50520,2500,3000,2000,1856,6000,2000,0
60000,2,2,1,40,0,0,0,-1,-1,-1,25158,18473,7506,4790,6388,5816,5000,1508,4790,6388,6046,17806,0
10000,1,2,2,27,2,2,2,0,0,2,6743,9060,8768,9465,10212,10198,2600,0,1000,900,300,0,1
60000,2,2,2,26,0,0,0,0,0,0,3724,5782,24653,25831,27483,28085,5600,20000,2500,3000,2000,1500,0
70000,2,2,1,27,3,2,3,2,0,0,70084,71379,69264,26547,24173,24620,3000,0,0,2000,1000,1000,1
60000,2,3,2,47,-1,-1,-1,-1,-1,-1,696,696,696,696,696,696,696,696,696,696,696,380,1
60000,1,3,2,29,0,0,0,0,0,0,4262,11674,6281,7920,8472,8735,7662,1269,1908,1000,727,0,0
10000,2,3,2,36,0,0,0,0,0,0,4945,6157,7172,8048,8318,8679,1300,1124,1000,400,500,200,0
50000,1,2,2,47,0,0,0,0,0,0,37486,35996,36679,16707,17057,17423,1800,2021,650,619,650,1000,0
200000,2,1,1,34,-2,-2,-2,-2,-1,0,12322,25851,35691,-24303,38674,30784,13871,74000,882,124264,14692,8640,1
20000,1,1,2,23,0,0,0,0,0,-1,18055,2059,2576,1834,1092,942,1100,1500,200,200,942,19840,0
150000,2,2,2,38,-1,-1,-1,0,0,0,5219,0,5200,1561,1633,230,0,5200,0,72,460,4487,0
230000,2,3,1,30,0,0,0,0,0,0,190919,191785,164602,136569,139522,132239,7214,6264,10000,5028,5000,5000,0
80000,1,3,1,55,0,0,0,0,0,0,82567,84221,80041,19000,15178,14717,3121,8443,1582,548,531,479,0
80000,2,2,2,27,0,0,0,0,0,0,64561,47041,25439,26140,28833,28459,2176,1299,1000,3000,981,2000,0
20000,1,1,1,54,0,0,0,0,0,0,10618,12135,16878,19624,20036,18309,2000,5000,3000,689,1000,2000,0
250000,2,1,1,53,0,0,0,0,0,0,252916,251830,245429,186620,193003,191867,9011,8146,6000,13003,11867,17186,0
50000,2,2,2,24,1,-2,-1,-1,0,0,0,0,51400,11330,12144,12938,0,51400,11330,1000,1000,1519,0
100000,1,1,3,48,-1,-1,-1,0,0,-1,525,1022,897,897,319,2757,1100,1000,0,0,2800,5400,1
20000,1,2,2,24,0,0,0,0,0,0,16793,18215,18679,16264,17119,10550,1700,1150,467,1000,1200,400,0
140000,2,2,2,24,1,-2,-1,-1,2,0,0,0,167,80644,146651,55776,0,167,80677,0,2500,28,0
230000,2,2,1,27,0,0,0,0,0,0,228863,227814,218694,191956,191741,176784,8862,8933,6956,7845,6784,7471,0
500000,2,1,1,38,0,0,0,0,0,0,105587,105478,100026,86265,67539,53676,3627,3059,2670,2331,2406,1645,0
100000,1,3,2,29,0,0,0,0,0,-2,47919,30820,28503,6810,-3,-3,2000,1000,1039,12920,0,0,0
350000,2,1,2,24,2,2,0,0,2,0,86342,84103,86179,91608,86705,90208,0,3500,6800,0,5100,105000,1
290000,1,2,1,38,0,0,0,0,0,0,118801,99370,84836,82168,80299,77324,3530,3019,2818,3000,3199,2350,0
50000,2,6,1,45,0,0,0,0,0,0,48984,49878,47024,29194,27146,28506,2000,1500,2000,2000,2000,1500,0
200000,2,2,1,39,1,-2,-1,-1,-1,-2,0,0,12888,2075,0,0,0,12888,2075,0,0,5051,0
60000,2,1,2,26,1,-1,0,0,0,0,0,23040,28266,43296,44307,43550,23040,8000,20000,1669,1549,15000,0
80000,2,2,2,23,-2,-2,-2,-2,-2,-2,0,2946,390,390,390,780,4419,390,390,390,780,0,0
200000,1,3,1,36,0,0,0,2,2,2,25469,26663,28509,27381,29054,28052,2000,3000,0,2500,0,1500,1
150000,2,1,1,35,0,0,0,0,0,0,38484,43489,48194,32264,25579,0,8000,5175,3000,10000,0,0,0
180000,2,2,2,28,0,0,0,0,0,0,103203,108032,109741,112907,115924,118832,6500,5000,5000,5000,5000,5000,0
160000,1,1,2,27,-1,-1,-1,-1,-1,-1,11924,0,4477,2682,29011,4000,0,4477,2682,29011,4000,5459,0
20000,2,3,2,29,-1,2,2,-1,-1,-1,957,738,356,356,4616,728,356,0,356,4616,728,449,0
250000,1,1,2,42,0,0,0,0,0,0,255473,256003,254970,209124,213392,205180,11300,12177,7200,8000,7700,8003,0
200000,1,1,1,38,2,0,0,0,0,0,194281,188638,190824,133233,115882,117534,7332,5818,4451,4472,3850,3602,0
